latitud,longitud,altura,frecuencia_dias_precipitacion_gt_1mm_anual_amplitud,frecuencia_dias_precipitacion_gt_1mm_anual_cv,frecuencia_dias_precipitacion_gt_1mm_anual_max,frecuencia_dias_precipitacion_gt_1mm_anual_media,frecuencia_dias_precipitacion_gt_1mm_anual_min,frecuencia_dias_precipitacion_gt_1mm_anual_std,frecuencia_dias_precipitacion_gt_1mm_anual_total,humedad_relativa_porcentaje_anual_amplitud,humedad_relativa_porcentaje_anual_cv,humedad_relativa_porcentaje_anual_max,humedad_relativa_porcentaje_anual_media,humedad_relativa_porcentaje_anual_min,humedad_relativa_porcentaje_anual_std,humedad_relativa_porcentaje_anual_total,nubosidad_octavos_anual_amplitud,nubosidad_octavos_anual_cv,nubosidad_octavos_anual_max,nubosidad_octavos_anual_media,nubosidad_octavos_anual_min,nubosidad_octavos_anual_std,nubosidad_octavos_anual_total,precipitacion_mm_anual_amplitud,precipitacion_mm_anual_cv,precipitacion_mm_anual_max,precipitacion_mm_anual_media,precipitacion_mm_anual_min,precipitacion_mm_anual_std,precipitacion_mm_anual_total,temperatura_anual_amplitud,temperatura_anual_cv,temperatura_anual_max,temperatura_anual_media,temperatura_anual_min,temperatura_anual_std,temperatura_anual_total,temperatura_maxima_c_anual_amplitud,temperatura_maxima_c_anual_cv,temperatura_maxima_c_anual_max,temperatura_maxima_c_anual_media,temperatura_maxima_c_anual_min,temperatura_maxima_c_anual_std,temperatura_maxima_c_anual_total,temperatura_minima_c_anual_amplitud,temperatura_minima_c_anual_cv,temperatura_minima_c_anual_max,temperatura_minima_c_anual_media,temperatura_minima_c_anual_min,temperatura_minima_c_anual_std,temperatura_minima_c_anual_total
-74.5,-69.0,1844.0,5.4,0.1603,13.0,9.9917,7.6,1.6021,119.9,4.4283,0.0151,95.3213,93.8145,90.893,1.4169,1125.7736,2.4523,0.1411,7.2288,5.9161,4.7765,0.8349,59.1614,20.6897,0.1785,41.4225,31.6187,20.7328,5.6448,379.4244,14.0214,-0.2206,-14.7156,-22.4855,-28.737,4.9599,-269.826,13.4786,-0.2426,-12.196,-19.8626,-25.6746,4.8192,-238.3511,13.8061,-0.1891,-17.9447,-25.4991,-31.7508,4.8213,-305.989
-74.5,-68.5,1970.0,5.4,0.1603,13.0,9.9917,7.6,1.6021,119.9,4.4283,0.0151,95.3213,93.8145,90.893,1.4169,1125.7736,2.4523,0.1411,7.2288,5.9161,4.7765,0.8349,59.1614,20.6897,0.1785,41.4225,31.6187,20.7328,5.6448,379.4244,14.0214,-0.2206,-14.7156,-22.4855,-28.737,4.9599,-269.826,13.4786,-0.2426,-12.196,-19.8626,-25.6746,4.8192,-238.3511,13.8061,-0.1891,-17.9447,-25.4991,-31.7508,4.8213,-305.989
-74.5,-68.0,2071.0,4.65,0.1501,12.0,9.5667,7.35,1.4355,114.8,4.04,0.0136,95.4741,94.0352,91.4341,1.2784,1128.4219,2.3463,0.1316,7.1018,5.8568,4.7555,0.7705,58.568,15.1145,0.1469,36.4597,29.0715,21.3452,4.2697,348.8581,13.8148,-0.2162,-14.9872,-22.6929,-28.802,4.9053,-272.3144,13.3866,-0.2387,-12.4814,-20.1377,-25.868,4.8075,-241.6528,13.5143,-0.1848,-18.193,-25.6323,-31.7073,4.7358,-307.5871
-74.5,-66.0,1932.0,4.45,0.2365,7.9,5.8333,3.45,1.3796,70.0,2.1989,0.0061,93.5645,92.2474,91.3656,0.5583,1106.9684,2.3463,0.1316,7.1018,5.8568,4.7555,0.7705,58.568,11.6888,0.1765,26.2131,19.3994,14.5243,3.4244,232.7928,13.4494,-0.2141,-14.9684,-22.6804,-28.4178,4.8554,-272.1645,13.2055,-0.2374,-12.4074,-20.0559,-25.6129,4.7606,-240.6704,13.2952,-0.1847,-18.0946,-25.6563,-31.3898,4.7383,-307.8755
-74.5,-65.5,1750.0,4.8,0.2955,7.75,5.2625,2.95,1.5551,63.15,2.6861,0.0089,91.3309,90.2702,88.6448,0.8016,1083.2419,2.3463,0.1316,7.1018,5.8568,4.7555,0.7705,58.568,19.3834,0.3012,31.0526,18.3815,11.6692,5.537,220.578,13.6874,-0.2228,-14.3706,-22.2902,-28.058,4.9655,-267.4828,13.3941,-0.247,-11.7874,-19.6024,-25.1815,4.8423,-235.2286,13.5861,-0.1924,-17.5218,-25.3418,-31.1079,4.8758,-304.1014
-74.5,-65.0,1518.0,5.1,0.2796,8.6,5.8333,3.5,1.6311,70.0,3.8598,0.0132,90.068,88.2586,86.2082,1.1621,1059.1036,2.3463,0.1316,7.1018,5.8568,4.7555,0.7705,58.568,25.7253,0.3484,38.3545,21.0106,12.6292,7.3192,252.1274,14.4446,-0.2422,-13.28,-21.7087,-27.7246,5.2572,-260.505,14.1396,-0.2685,-10.7901,-19.1069,-24.9297,5.1301,-229.2829,14.303,-0.21,-16.3142,-24.656,-30.6172,5.1776,-295.8719
-74.5,-64.5,1132.0,4.9,0.239,9.1,6.5625,4.2,1.5682,78.75,4.4793,0.0153,89.3322,86.9929,84.8529,1.3291,1043.915,2.3463,0.1316,7.1018,5.8568,4.7555,0.7705,58.568,30.4265,0.3612,44.8037,24.012,14.3772,8.6723,288.144,15.4143,-0.2656,-12.1405,-21.2017,-27.5548,5.6311,-254.4206,15.0697,-0.2934,-9.7858,-18.707,-24.8555,5.4896,-224.4842,15.282,-0.232,-15.0065,-24.011,-30.2885,5.57,-288.1322
-74.5,-64.0,837.0,4.75,0.2098,9.95,7.2917,5.2,1.5297,87.5,3.3649,0.0117,88.9404,87.0835,85.5755,1.0226,1045.0016,1.3636,0.0735,7.0547,6.2393,5.6911,0.4584,62.3932,33.4337,0.3552,50.1625,27.0942,16.7288,9.6236,325.1302,16.5331,-0.2921,-11.0108,-20.8057,-27.5439,6.0777,-249.6687,16.05,-0.3203,-8.8109,-18.383,-24.8609,5.8881,-220.5963,16.536,-0.2576,-13.7069,-23.518,-30.2429,6.058,-282.2165
-74.5,-63.5,624.0,4.75,0.2098,9.95,7.2917,5.2,1.5297,87.5,3.3649,0.0117,88.9404,87.0835,85.5755,1.0226,1045.0016,1.3636,0.0735,7.0547,6.2393,5.6911,0.4584,62.3932,33.4337,0.3552,50.1625,27.0942,16.7288,9.6236,325.1302,16.5331,-0.2921,-11.0108,-20.8057,-27.5439,6.0777,-249.6687,16.05,-0.3203,-8.8109,-18.383,-24.8609,5.8881,-220.5963,16.536,-0.2576,-13.7069,-23.518,-30.2429,6.058,-282.2165
-74.5,-63.0,1240.0,4.65,0.1841,10.9,8.1,6.25,1.4912,97.2,3.2244,0.0094,89.3664,87.9158,86.142,0.8291,1054.9891,1.3636,0.0735,7.0547,6.2393,5.6911,0.4584,62.3932,35.5837,0.3405,55.1314,30.4889,19.5477,10.3826,365.8672,17.7305,-0.3208,-9.8958,-20.4889,-27.6263,6.573,-245.8668,16.9509,-0.3483,-7.8204,-18.0174,-24.7713,6.2752,-216.2089,17.9981,-0.2858,-12.4753,-23.232,-30.4734,6.6403,-278.7839
-74.5,-62.5,722.0,4.75,0.1623,11.65,8.975,6.9,1.4563,107.7,5.0682,0.0173,91.7635,89.2766,86.6953,1.5438,1071.3196,1.3636,0.0735,7.0547,6.2393,5.6911,0.4584,62.3932,36.8473,0.3203,59.7022,34.194,22.8549,10.9525,410.3286,19.008,-0.3515,-8.7956,-20.252,-27.8036,7.1178,-243.0238,17.7829,-0.3782,-6.7936,-17.5719,-24.5765,6.6454,-210.8633,19.6964,-0.3163,-11.3229,-23.1823,-31.0193,7.3319,-278.1877
-74.5,-61.5,123.0,4.2,0.1485,11.5,9.0833,7.3,1.3488,109.0,9.4706,0.0408,96.6188,92.8153,87.1482,3.7893,1113.783,1.3636,0.0735,7.0547,6.2393,5.6911,0.4584,62.3932,26.0293,0.2414,50.5292,33.9789,24.4999,8.2027,407.7473,19.4798,-0.4016,-6.5167,-18.4853,-25.9965,7.4241,-221.8239,18.1017,-0.4323,-4.8512,-16.023,-22.9529,6.9271,-192.2765,20.3627,-0.3636,-8.641,-21.1413,-29.0037,7.6877,-253.6962
-74.0,-73.5,1095.0,6.75,0.152,16.45,13.9333,9.7,2.1174,167.2,4.3992,0.0134,88.7444,86.3839,84.3452,1.1613,1036.6074,2.0456,0.1078,7.1879,6.0879,5.1423,0.6561,60.8791,102.0738,0.2949,146.1906,98.4601,44.1168,29.037,1181.5217,15.2342,-0.3361,-7.7349,-15.8402,-22.9691,5.3231,-190.0819,14.3172,-0.3764,-5.558,-13.4289,-19.8752,5.0551,-161.1462,15.5308,-0.2875,-10.5012,-18.611,-26.032,5.3503,-223.3319
-74.0,-73.0,1216.0,6.6,0.1506,15.9,13.4458,9.3,2.0248,161.35,4.3549,0.0131,89.4722,87.2045,85.1173,1.1387,1046.4534,2.0456,0.1078,7.1879,6.0879,5.1423,0.6561,60.8791,93.2824,0.2986,131.9223,88.0672,38.6399,26.2936,1056.8061,15.166,-0.3255,-8.2009,-16.2955,-23.3669,5.3042,-195.5457,14.2964,-0.3639,-6.0041,-13.8673,-20.3005,5.0457,-166.4074,15.3835,-0.2784,-11.0328,-19.0924,-26.4163,5.3154,-229.1083
-74.0,-72.5,1321.0,6.6,0.1433,16.35,13.7542,9.75,1.9706,165.05,4.3183,0.0127,90.3584,88.2185,86.0401,1.1192,1058.6214,2.0456,0.1078,7.1879,6.0879,5.1423,0.6561,60.8791,91.0019,0.289,130.644,87.5349,39.6421,25.2944,1050.4189,15.0435,-0.3123,-8.8206,-16.8728,-23.8641,5.269,-202.474,14.2253,-0.3473,-6.6201,-14.4498,-20.8454,5.0189,-173.3981,15.2146,-0.2682,-11.6664,-19.6606,-26.881,5.272,-235.9274
-74.0,-72.0,1265.0,6.6,0.1365,16.85,14.2583,10.25,1.9463,171.1,4.4296,0.013,90.9927,88.9034,86.5631,1.1532,1066.8408,2.0306,0.1141,7.2056,6.0587,5.175,0.6915,60.5866,88.1855,0.2742,130.0502,88.0332,41.8647,24.1399,1056.3987,14.8895,-0.3,-9.4227,-17.4155,-24.3122,5.2254,-208.9858,14.1088,-0.3322,-7.221,-15.0065,-21.3298,4.985,-180.0775,15.0377,-0.2587,-12.2657,-20.1828,-27.3034,5.2204,-242.1932
-74.0,-71.5,1273.0,6.65,0.1367,16.9,14.3542,10.25,1.9615,172.25,4.5596,0.0136,90.9691,88.8824,86.4095,1.2107,1066.5891,2.0306,0.1141,7.2056,6.0587,5.175,0.6915,60.5866,80.5767,0.2602,122.0575,83.515,41.4808,21.7284,1002.1795,14.7531,-0.2909,-9.8936,-17.8379,-24.6467,5.1889,-214.0547,13.9437,-0.3207,-7.6628,-15.3802,-21.6065,4.9324,-184.5622,14.9075,-0.2511,-12.8,-20.6665,-27.7075,5.1898,-247.9978
-74.0,-71.0,1347.0,6.65,0.1367,16.9,14.3542,10.25,1.9615,172.25,4.5596,0.0136,90.9691,88.8824,86.4095,1.2107,1066.5891,2.0306,0.1141,7.2056,6.0587,5.175,0.6915,60.5866,80.5767,0.2602,122.0575,83.515,41.4808,21.7284,1002.1795,14.7531,-0.2909,-9.8936,-17.8379,-24.6467,5.1889,-214.0547,13.9437,-0.3207,-7.6628,-15.3802,-21.6065,4.9324,-184.5622,14.9075,-0.2511,-12.8,-20.6665,-27.7075,5.1898,-247.9978
-74.0,-70.5,1369.0,6.35,0.1333,16.5,14.0333,10.15,1.8705,168.4,4.7061,0.0145,90.2857,88.1343,85.5796,1.2799,1057.6118,2.0306,0.1141,7.2056,6.0587,5.175,0.6915,60.5866,68.0674,0.244,106.517,73.8727,38.4496,18.0269,886.472,14.6334,-0.2845,-10.2308,-18.1372,-24.8642,5.1594,-217.6465,13.7037,-0.3122,-7.9356,-15.5488,-21.6393,4.8539,-186.586,14.8544,-0.2456,-13.2658,-21.1257,-28.1202,5.1885,-253.5084
-74.0,-70.0,1398.0,6.5,0.1397,16.0,13.625,9.5,1.9035,163.5,4.7645,0.0149,90.5487,88.4533,85.7842,1.314,1061.4395,2.0306,0.1141,7.2056,6.0587,5.175,0.6915,60.5866,66.8427,0.2508,102.4789,69.7896,35.6362,17.501,837.4749,14.4872,-0.2728,-10.8765,-18.7339,-25.3637,5.1113,-224.8066,13.6298,-0.299,-8.5812,-16.1801,-22.211,4.8375,-194.1615,14.6555,-0.2361,-13.8994,-21.6866,-28.5549,5.1196,-260.2386
-74.0,-69.5,1478.0,6.2,0.1398,15.4,13.1375,9.2,1.836,157.65,4.8003,0.0149,91.5665,89.5249,86.7662,1.3384,1074.2983,2.0306,0.1141,7.2056,6.0587,5.175,0.6915,60.5866,66.1774,0.2592,99.4703,66.6074,33.2929,17.2642,799.289,14.3452,-0.2605,-11.6217,-19.4319,-25.9669,5.0623,-233.1822,13.606,-0.2859,-9.3235,-16.9379,-22.9295,4.8429,-203.255,14.4244,-0.2257,-14.6154,-22.3135,-29.0398,5.0356,-267.7617
-74.0,-69.0,1577.0,6.05,0.1414,15.05,12.7167,9.0,1.7979,152.6,4.6716,0.0146,92.6025,90.6621,87.9309,1.3221,1087.9448,2.0306,0.1141,7.2056,6.0587,5.175,0.6915,60.5866,62.2994,0.2597,93.6452,62.3564,31.3458,16.1957,748.2764,14.2052,-0.2482,-12.4421,-20.21,-26.6473,5.0155,-242.5203,13.5342,-0.2724,-10.1178,-17.7275,-23.652,4.8282,-212.7295,14.2243,-0.2151,-15.4465,-23.0776,-29.6708,4.9641,-276.9315
-74.0,-68.5,1681.0,6.05,0.1414,15.05,12.7167,9.0,1.7979,152.6,4.6716,0.0146,92.6025,90.6621,87.9309,1.3221,1087.9448,2.0306,0.1141,7.2056,6.0587,5.175,0.6915,60.5866,62.2994,0.2597,93.6452,62.3564,31.3458,16.1957,748.2764,14.2052,-0.2482,-12.4421,-20.21,-26.6473,5.0155,-242.5203,13.5342,-0.2724,-10.1178,-17.7275,-23.652,4.8282,-212.7295,14.2243,-0.2151,-15.4465,-23.0776,-29.6708,4.9641,-276.9315
-74.0,-68.0,1593.0,5.75,0.1406,14.8,12.6042,9.05,1.7727,151.25,4.3769,0.0137,93.8784,92.0936,89.5015,1.2618,1105.1238,1.8353,0.1052,7.2622,6.2234,5.4269,0.6546,62.2337,54.5249,0.2463,84.7739,57.3032,30.249,14.1159,687.6389,14.0982,-0.2365,-13.3279,-21.074,-27.4261,4.9841,-252.8883,13.4856,-0.2594,-10.9678,-18.5802,-24.4534,4.819,-222.9628,14.044,-0.2048,-16.3672,-23.9475,-30.4112,4.9055,-287.3702
-74.0,-66.0,1495.0,2.8,0.123,10.05,8.5042,7.25,1.0459,102.05,2.6484,0.008,95.8727,94.4657,93.2243,0.754,1133.589,1.8353,0.1052,7.2622,6.2234,5.4269,0.6546,62.2337,7.4125,0.0991,27.9031,23.9766,20.4906,2.376,287.7196,13.7231,-0.2144,-15.1799,-22.8959,-28.903,4.9088,-274.7511,13.1285,-0.234,-12.6488,-20.1635,-25.7773,4.718,-241.9622,13.691,-0.1869,-18.3055,-25.9432,-31.9965,4.8487,-311.3189
-74.0,-65.5,1301.0,3.1,0.121,9.7,8.3333,6.6,1.0082,100.0,1.9795,0.006,94.8384,93.5262,92.8589,0.5572,1122.3141,1.8353,0.1052,7.2622,6.2234,5.4269,0.6546,62.2337,6.8704,0.1055,26.7272,23.6941,19.8568,2.4987,284.3295,13.7844,-0.2199,-14.7583,-22.5881,-28.5427,4.9667,-271.0574,13.3556,-0.2421,-12.2529,-19.9584,-25.6085,4.8312,-239.5007,13.6974,-0.191,-17.8107,-25.5342,-31.5081,4.8777,-306.4108
-74.0,-65.0,1215.0,3.95,0.1592,10.3,8.3833,6.35,1.3342,100.6,2.0971,0.0057,93.2203,92.1365,91.1232,0.5298,1105.6381,1.8353,0.1052,7.2622,6.2234,5.4269,0.6546,62.2337,12.9273,0.1663,32.2877,24.6362,19.3604,4.098,295.6341,14.0061,-0.2289,-14.1631,-22.2026,-28.1692,5.0829,-266.4315,13.7396,-0.2535,-11.6895,-19.6532,-25.4291,4.9814,-235.8388,13.8979,-0.1986,-17.1463,-25.0658,-31.0442,4.9772,-300.7899
-74.0,-64.5,618.0,4.3,0.2004,10.0,7.7167,5.7,1.5465,92.6,2.9801,0.01,91.4117,90.1621,88.4316,0.8994,1081.9453,1.8353,0.1052,7.2622,6.2234,5.4269,0.6546,62.2337,20.0198,0.246,37.6788,24.4429,17.659,6.0129,293.3154,14.4287,-0.2408,-13.4578,-21.789,-27.8865,5.2471,-261.4684,14.1172,-0.2666,-10.9991,-19.2222,-25.1163,5.125,-230.6665,14.3356,-0.2094,-16.4238,-24.6778,-30.7594,5.1684,-296.1334
-74.0,-64.0,130.0,5.6,0.2782,9.75,6.5208,4.15,1.814,78.25,5.1816,0.0182,90.2147,87.5905,85.0331,1.5928,1051.0864,1.6815,0.0821,7.0368,6.1717,5.3553,0.507,61.7174,27.0849,0.349,42.2094,23.0934,15.1245,8.0598,277.1212,14.9879,-0.2558,-12.6417,-21.3469,-27.6296,5.4608,-256.1629,14.4261,-0.2812,-10.1753,-18.624,-24.6014,5.2372,-223.4878,15.0589,-0.2239,-15.6565,-24.4158,-30.7154,5.4677,-292.9895
-74.0,-63.5,104.0,5.6,0.2782,9.75,6.5208,4.15,1.814,78.25,5.1816,0.0182,90.2147,87.5905,85.0331,1.5928,1051.0864,1.6815,0.0821,7.0368,6.1717,5.3553,0.507,61.7174,27.0849,0.349,42.2094,23.0934,15.1245,8.0598,277.1212,14.9879,-0.2558,-12.6417,-21.3469,-27.6296,5.4608,-256.1629,14.4261,-0.2812,-10.1753,-18.624,-24.6014,5.2372,-223.4878,15.0589,-0.2239,-15.6565,-24.4158,-30.7154,5.4677,-292.9895
-74.0,-63.0,74.0,6.65,0.3523,10.4,6.0958,3.75,2.1476,73.15,6.1095,0.0223,89.1898,85.8418,83.0803,1.9126,1030.1017,1.6815,0.0821,7.0368,6.1717,5.3553,0.507,61.7174,34.7306,0.4467,48.5454,23.5057,13.8148,10.5004,282.0684,15.9476,-0.2807,-11.4736,-20.8205,-27.4212,5.8444,-249.8454,15.2517,-0.308,-9.0834,-18.087,-24.3351,5.5712,-217.0435,16.1165,-0.2464,-14.4335,-23.9024,-30.55,5.8896,-286.8287
-79.5,-71.5,175.0,4.3,0.2393,7.15,4.8667,2.85,1.1645,58.4,1.5896,0.005,94.719,94.1127,93.1294,0.4708,1129.3522,2.5816,0.1612,6.7474,5.1384,4.1658,0.8281,46.2454,14.1232,0.2231,25.8542,17.7656,11.731,3.9631,213.1871,30.1472,-0.3702,-11.7081,-30.3363,-41.8553,11.2318,-364.0353,28.8383,-0.3875,-9.9977,-27.9312,-38.836,10.8228,-335.1739,30.8597,-0.3466,-13.871,-32.9574,-44.7307,11.4218,-395.4886
-74.0,-62.5,70.0,7.25,0.294,12.05,7.725,4.8,2.271,92.7,2.6231,0.0091,89.1823,88.01,86.5592,0.802,1056.1196,1.6815,0.0821,7.0368,6.1717,5.3553,0.507,61.7174,36.6835,0.3928,54.4709,28.7496,17.7874,11.2937,344.9957,17.1117,-0.3147,-9.9934,-20.1536,-27.1051,6.3428,-241.8431,16.4119,-0.3445,-7.8485,-17.6706,-24.2604,6.0881,-212.0472,17.2989,-0.2778,-12.6541,-22.9412,-29.953,6.3729,-275.2947
-74.0,-62.0,31.0,6.55,0.2485,12.7,8.7417,6.15,2.1719,104.9,5.3053,0.0183,92.3052,89.8525,86.9999,1.642,1078.2303,1.6815,0.0821,7.0368,6.1717,5.3553,0.507,61.7174,36.0098,0.3474,56.9784,32.5012,20.9686,11.2915,390.0138,17.9166,-0.3492,-8.4602,-19.2392,-26.3768,6.7189,-230.8706,17.0822,-0.3807,-6.5223,-16.8662,-23.6045,6.4208,-202.3949,18.2295,-0.31,-10.8957,-21.8764,-29.1252,6.782,-262.5173
-73.5,-73.0,263.0,7.6,0.1845,15.85,12.8583,8.25,2.3723,154.3,5.7576,0.019,90.2269,87.9762,84.4693,1.6745,1055.7149,2.0456,0.1078,7.1879,6.0879,5.1423,0.6561,60.8791,98.6399,0.3331,131.0939,85.303,32.454,28.4135,1023.6365,16.5479,-0.4383,-4.3707,-13.2246,-20.9186,5.7962,-158.6954,15.321,-0.5007,-2.5591,-10.8956,-17.8801,5.455,-130.7466,17.1002,-0.3719,-6.7767,-15.8782,-23.8769,5.9051,-190.5383
-73.5,-72.5,181.0,7.6,0.1706,16.5,13.6083,8.9,2.3211,163.3,5.3699,0.0168,89.9418,87.795,84.5719,1.4766,1053.5397,2.0456,0.1078,7.1879,6.0879,5.1423,0.6561,60.8791,112.7035,0.3276,150.4324,97.1294,37.7289,31.8157,1165.5525,16.0219,-0.4167,-4.9446,-13.4808,-20.9665,5.6175,-161.7701,14.8557,-0.472,-3.1147,-11.1943,-17.9704,5.2831,-134.3311,16.5666,-0.3563,-7.3506,-16.0911,-23.9172,5.7336,-193.0931
-73.5,-72.0,399.0,7.55,0.1526,17.6,14.475,10.05,2.2094,173.7,4.7381,0.0143,89.6968,87.689,84.9587,1.2524,1052.2686,2.0306,0.1141,7.2056,6.0587,5.175,0.6915,60.5866,129.6636,0.3176,175.4176,113.2058,45.754,35.9558,1358.4699,15.5231,-0.3905,-5.7055,-13.9434,-21.2286,5.4455,-167.3208,14.3805,-0.4385,-3.7983,-11.623,-18.1788,5.0973,-139.4764,16.0905,-0.3356,-8.218,-16.6134,-24.3085,5.576,-199.3603
-73.5,-71.5,507.0,7.65,0.1459,18.15,14.9875,10.5,2.1864,179.85,4.1166,0.0138,88.8121,86.8325,84.6955,1.2014,1041.9899,2.0306,0.1141,7.2056,6.0587,5.175,0.6915,60.5866,140.6993,0.3109,191.8625,123.8437,51.1632,38.5018,1486.1242,15.2516,-0.3734,-6.2501,-14.3247,-21.5017,5.3486,-171.8969,14.1748,-0.4195,-4.2057,-11.9364,-18.3805,5.0074,-143.2364,15.773,-0.3199,-8.9303,-17.0865,-24.7033,5.4659,-205.0375
-73.5,-71.0,610.0,7.65,0.1459,18.15,14.9875,10.5,2.1864,179.85,4.1166,0.0138,88.8121,86.8325,84.6955,1.2014,1041.9899,2.0306,0.1141,7.2056,6.0587,5.175,0.6915,60.5866,140.6993,0.3109,191.8625,123.8437,51.1632,38.5018,1486.1242,15.2516,-0.3734,-6.2501,-14.3247,-21.5017,5.3486,-171.8969,14.1748,-0.4195,-4.2057,-11.9364,-18.3805,5.0074,-143.2364,15.773,-0.3199,-8.9303,-17.0865,-24.7033,5.4659,-205.0375
-73.5,-70.5,638.0,8.3,0.1513,18.3,14.825,10.0,2.2433,177.9,4.2135,0.0144,88.4782,86.4511,84.2647,1.2459,1037.4133,2.0306,0.1141,7.2056,6.0587,5.175,0.6915,60.5866,135.9542,0.309,185.1796,119.2773,49.2254,36.8589,1431.3281,15.1839,-0.3672,-6.4583,-14.5081,-21.6422,5.3274,-174.0971,14.2227,-0.4139,-4.3661,-12.1279,-18.5888,5.0202,-145.535,15.5942,-0.3136,-9.1855,-17.2497,-24.7797,5.4101,-206.996
-73.5,-70.0,653.0,8.1,0.1515,17.7,14.3708,9.6,2.1773,172.45,4.3377,0.0144,88.6986,86.6577,84.3609,1.2483,1039.8926,2.0306,0.1141,7.2056,6.0587,5.175,0.6915,60.5866,126.5713,0.3093,171.6663,109.9866,45.095,34.0233,1319.8391,15.1497,-0.3579,-6.8069,-14.872,-21.9566,5.3223,-178.4644,14.2471,-0.403,-4.7072,-12.497,-18.9543,5.0358,-149.9646,15.4803,-0.3058,-9.5522,-17.5979,-25.0325,5.3823,-211.1752
-73.5,-69.5,770.0,7.75,0.1503,17.15,13.9292,9.4,2.0932,167.15,4.3755,0.0144,88.8967,86.9088,84.5212,1.2478,1042.9054,2.0306,0.1141,7.2056,6.0587,5.175,0.6915,60.5866,120.1087,0.3111,162.0411,102.9786,41.9324,32.0361,1235.7436,15.0379,-0.3426,-7.3978,-15.4396,-22.4357,5.2896,-185.2751,14.142,-0.3839,-5.285,-13.0423,-19.427,5.0066,-156.5074,15.3252,-0.2936,-10.1784,-18.1892,-25.5036,5.34,-218.2709
-80.0,-60.0,109.0,4.2,0.3319,5.45,3.2417,1.25,1.0759,38.9,1.6895,0.0054,96.4536,95.5337,94.7641,0.5117,1146.404,1.748,0.1013,6.3473,5.243,4.5993,0.5311,47.1866,11.4104,0.2421,18.5926,12.4767,7.1822,3.0202,149.7208,32.1949,-0.3932,-10.6462,-30.036,-42.8411,11.8115,-360.4321,30.7446,-0.4102,-9.0296,-27.5433,-39.7742,11.2974,-330.519,33.1339,-0.3692,-12.6935,-32.7358,-45.8274,12.0872,-392.8299
-79.5,-71.0,247.0,4.3,0.2393,7.15,4.8667,2.85,1.1645,58.4,1.5896,0.005,94.719,94.1127,93.1294,0.4708,1129.3522,2.5816,0.1612,6.7474,5.1384,4.1658,0.8281,46.2454,14.1232,0.2231,25.8542,17.7656,11.731,3.9631,213.1871,30.1472,-0.3702,-11.7081,-30.3363,-41.8553,11.2318,-364.0353,28.8383,-0.3875,-9.9977,-27.9312,-38.836,10.8228,-335.1739,30.8597,-0.3466,-13.871,-32.9574,-44.7307,11.4218,-395.4886
-73.5,-69.0,891.0,7.35,0.1375,17.3,14.3875,9.95,1.9784,172.65,4.3801,0.0142,89.7497,87.8919,85.3696,1.2443,1054.7025,2.0306,0.1141,7.2056,6.0587,5.175,0.6915,60.5866,116.1194,0.3046,158.6804,101.2685,42.561,30.8473,1215.2222,14.9297,-0.3203,-8.4004,-16.4214,-23.3301,5.259,-197.0562,14.0607,-0.3556,-6.2919,-14.0293,-20.3526,4.9884,-168.3513,15.1527,-0.2762,-11.1792,-19.1631,-26.3319,5.2926,-229.9576
-73.5,-68.5,1028.0,7.35,0.1375,17.3,14.3875,9.95,1.9784,172.65,4.3801,0.0142,89.7497,87.8919,85.3696,1.2443,1054.7025,2.0306,0.1141,7.2056,6.0587,5.175,0.6915,60.5866,116.1194,0.3046,158.6804,101.2685,42.561,30.8473,1215.2222,14.9297,-0.3203,-8.4004,-16.4214,-23.3301,5.259,-197.0562,14.0607,-0.3556,-6.2919,-14.0293,-20.3526,4.9884,-168.3513,15.1527,-0.2762,-11.1792,-19.1631,-26.3319,5.2926,-229.9576
-73.5,-68.0,1090.0,6.85,0.1275,17.75,15.1708,10.9,1.9338,182.05,4.2583,0.0137,90.9229,89.1914,86.6646,1.2209,1070.2972,1.8353,0.1052,7.2622,6.2234,5.4269,0.6546,62.2337,116.9773,0.2923,163.6001,105.5825,46.6228,30.8608,1266.9898,14.8184,-0.2967,-9.6404,-17.6212,-24.4588,5.229,-211.455,13.8897,-0.3249,-7.5301,-15.1843,-21.4198,4.9331,-182.2119,15.0624,-0.2586,-12.4341,-20.4194,-27.4965,5.2801,-245.0323
-73.5,-67.5,1214.0,6.65,0.1219,18.5,16.0667,11.85,1.9586,192.8,3.9493,0.0126,92.2634,90.654,88.3141,1.1386,1087.8484,1.8353,0.1052,7.2622,6.2234,5.4269,0.6546,62.2337,122.6255,0.2767,176.7978,116.0273,54.1723,32.1071,1392.3279,14.7074,-0.273,-11.1202,-19.0424,-25.8276,5.1995,-228.5084,13.595,-0.2927,-8.9881,-16.4726,-22.5831,4.8217,-197.6716,15.2118,-0.2447,-13.8,-21.9216,-29.0118,5.3644,-263.0594
-73.5,-66.0,1447.0,5.55,0.1165,17.4,15.1375,11.85,1.7635,181.65,3.7743,0.0123,94.7352,93.4343,90.9609,1.1519,1121.2112,1.8353,0.1052,7.2622,6.2234,5.4269,0.6546,62.2337,71.5818,0.2337,114.4433,79.2199,42.8615,18.5154,950.6385,14.5261,-0.2523,-12.6034,-20.5397,-27.1295,5.1819,-246.4763,13.9001,-0.276,-10.3434,-18.0859,-24.2435,4.9923,-217.0311,14.5949,-0.2225,-15.3635,-23.2696,-29.9584,5.1768,-279.2348
