estacion,provincia,region,oaci,latitud,longitud,altura,nro,frecuencia_dias_precipitacion_gt_1mm_anual_amplitud,frecuencia_dias_precipitacion_gt_1mm_anual_cv,frecuencia_dias_precipitacion_gt_1mm_anual_max,frecuencia_dias_precipitacion_gt_1mm_anual_media,frecuencia_dias_precipitacion_gt_1mm_anual_min,frecuencia_dias_precipitacion_gt_1mm_anual_std,frecuencia_dias_precipitacion_gt_1mm_anual_total,humedad_relativa_porcentaje_anual_amplitud,humedad_relativa_porcentaje_anual_cv,humedad_relativa_porcentaje_anual_max,humedad_relativa_porcentaje_anual_media,humedad_relativa_porcentaje_anual_min,humedad_relativa_porcentaje_anual_std,humedad_relativa_porcentaje_anual_total,nubosidad_octavos_anual_amplitud,nubosidad_octavos_anual_cv,nubosidad_octavos_anual_max,nubosidad_octavos_anual_media,nubosidad_octavos_anual_min,nubosidad_octavos_anual_std,nubosidad_octavos_anual_total,precipitacion_mm_anual_amplitud,precipitacion_mm_anual_cv,precipitacion_mm_anual_max,precipitacion_mm_anual_media,precipitacion_mm_anual_min,precipitacion_mm_anual_std,precipitacion_mm_anual_total,temperatura_anual_amplitud,temperatura_anual_cv,temperatura_anual_max,temperatura_anual_media,temperatura_anual_min,temperatura_anual_std,temperatura_anual_total,temperatura_maxima_c_anual_amplitud,temperatura_maxima_c_anual_cv,temperatura_maxima_c_anual_max,temperatura_maxima_c_anual_media,temperatura_maxima_c_anual_min,temperatura_maxima_c_anual_std,temperatura_maxima_c_anual_total,temperatura_minima_c_anual_amplitud,temperatura_minima_c_anual_cv,temperatura_minima_c_anual_max,temperatura_minima_c_anual_media,temperatura_minima_c_anual_min,temperatura_minima_c_anual_std,temperatura_minima_c_anual_total,G0_verano_W_m2,G0_invierno_W_m2,declinacion_verano_grados,declinacion_invierno_grados,duracion_dia_verano_horas,duracion_dia_invierno_horas,angulo_cenital_mediodia_verano_grados,angulo_cenital_mediodia_invierno_grados,ghi,dhi,dni
aeroparque_aero,CAPITAL FEDERAL,Pampeana,SABE,-34.55,-58.4167,6.0,87582.0,3.0,0.1572,7.5,5.925,4.5,0.9314,71.1,11.3,0.0529,76.4,71.4417,65.1,3.7802,857.3,1.1,0.1123,4.2,3.625,3.1,0.407,43.5,62.9,0.2529,117.5,92.2417,54.6,23.3298,1106.9,13.2,0.2625,24.5,18.05,11.3,4.7383,216.6,14.0,0.2304,28.4,21.6083,14.4,4.978,259.3,12.4,0.3025,20.8,14.725,8.4,4.454,176.7,1405.913,1316.8187,-23.0859,23.4498,14.2757,9.6829,11.4641,57.9998,199.86391666666665,77.28377777777779,212.44079166666666
azul_aero,BUENOS AIRES,Pampeana,SAZA,-36.8167,-59.8833,147.0,87641.0,3.9,0.2332,7.3,5.5583,3.4,1.2965,66.7,17.9,0.0772,81.4,74.1,63.5,5.7225,889.2,1.0,0.0991,4.2,3.7333,3.2,0.3701,44.8,76.8,0.3301,113.9,77.9583,37.1,25.7374,935.5,14.7,0.374,21.6,14.1167,6.9,5.2796,169.4,16.3,0.2729,29.5,21.1667,13.2,5.7768,254.0,12.2,0.5673,14.0,7.7917,1.8,4.4199,93.5,1405.913,1316.8187,-23.0859,23.4498,14.4809,9.4737,13.7308,60.2665,198.29919444444445,75.43658333333333,218.66320833333336
bahia_blanca_aero,BUENOS AIRES,Pampeana,SAZB,-38.7,-62.15,83.0,87750.0,3.2,0.1973,6.7,4.975,3.5,0.9818,59.7,23.2,0.1186,75.2,64.6417,52.0,7.6662,775.7,1.2,0.1163,4.1,3.575,2.9,0.4159,42.9,38.9,0.2962,70.6,53.2583,31.7,15.7777,639.1,16.0,0.3697,23.6,15.4083,7.6,5.6962,184.9,17.3,0.2758,31.2,22.425,13.9,6.1846,269.1,13.9,0.53,16.3,9.2417,2.4,4.8985,110.9,1405.913,1316.8187,-23.0859,23.4498,14.6623,9.2886,15.6141,62.1498,201.66622222222222,72.50474999999999,231.54054166666666
bariloche_aero,RIO NEGRO,Patagonia,SAZS,-41.1333,-71.15,835.0,87765.0,10.8,0.5631,13.3,6.8167,2.5,3.8388,81.8,27.2,0.1569,79.1,65.0167,51.9,10.2024,780.2,2.7,0.223,5.4,4.0083,2.7,0.8939,48.1,150.8,0.7443,168.3,67.7083,17.5,50.3945,812.5,13.3,0.5706,15.4,8.4583,2.1,4.8263,101.5,16.5,0.4058,23.2,14.9333,6.7,6.0604,179.2,8.6,1.2221,7.0,2.5167,-1.6,3.0757,30.2,1405.913,1316.8187,-23.0859,23.4498,14.9141,9.0317,18.0474,64.5831,183.92819444444444,76.33841666666667,221.2419166666667
base_belgrano_ii,ANTARTIDA,Antártida,SAYB,-77.8667,-34.6167,256.0,89034.0,0.88,0.0847,4.54,4.29,3.66,0.3632,51.48,9.46,0.0319,86.4,84.565,76.94,2.6977,1014.78,1.5,0.1007,5.4,4.6083,3.9,0.4641,55.3,12.8,0.1539,42.78,34.0283,29.98,5.2374,408.34,18.3,-0.512,-2.6,-13.2167,-20.9,6.7667,-158.6,18.3,-0.6983,0.8,-9.75,-17.5,6.8086,-117.0,18.9,-0.3952,-6.1,-17.3833,-25.0,6.8695,-208.6,1405.913,1316.8187,-23.0859,23.4498,24.0,0.0,54.7808,101.3165,126.40911111111113,59.517527777777765,165.481125
base_carlini_ex_jubany,ANTARTIDA,Antártida,SAYJ,-62.2333,-58.65,11.0,89053.0,0.94,0.0353,8.62,8.1933,7.68,0.2889,98.32,4.94,0.0151,87.6,85.285,82.66,1.2872,1023.42,0.7,0.0368,7.1,6.775,6.4,0.2491,81.3,7.08,0.0625,41.74,37.68,34.66,2.3551,452.16,8.0,-1.7699,2.2,-1.65,-5.8,2.9203,-19.8,7.3,4.2382,4.3,0.6167,-3.0,2.6135,7.4,9.4,-0.8502,0.4,-4.0167,-9.0,3.4149,-48.2,1405.913,1316.8187,-23.0859,23.4498,19.2074,4.6033,39.1474,85.6831,101.24222222222221,63.41336111111112,97.71558333333333
base_esperanza,ANTARTIDA,Antártida,SAYE,-63.3833,-56.9833,24.0,88963.0,2.34,0.1045,7.94,7.1467,5.6,0.7467,85.76,5.62,0.026,85.02,82.9667,79.4,2.154,995.6,1.2,0.0646,6.3,5.6917,5.1,0.3679,68.3,10.94,0.1014,39.52,33.73,28.58,3.419,404.76,12.3,-1.0045,1.5,-4.525,-10.8,4.5456,-54.3,10.7,-4.9045,4.3,-0.8083,-6.4,3.9645,-9.7,13.8,-0.6366,-1.2,-7.975,-15.0,5.0769,-95.7,1405.913,1316.8187,-23.0859,23.4498,19.7699,4.0067,40.2974,86.8331,108.72055555555556,68.00230555555555,101.19633333333333
base_marambio,ANTARTIDA,Antártida,SAWB,-64.2333,-56.6167,198.0,89055.0,1.86,0.0637,8.62,7.6133,6.76,0.4848,91.36,7.54,0.026,90.2,85.0167,82.66,2.2079,1020.2,1.8,0.111,6.6,5.6833,4.8,0.6308,68.2,12.94,0.0931,41.74,34.4633,28.8,3.2097,413.56,14.1,-0.6706,-0.8,-8.0167,-14.9,5.3758,-96.2,12.4,-1.0644,1.7,-4.3333,-10.7,4.6125,-52.0,16.3,-0.5372,-3.0,-11.45,-19.3,6.1513,-137.4,1405.913,1316.8187,-23.0859,23.4498,20.2682,3.4695,41.1474,87.6831,128.39625,78.19358333333334,107.62237499999999
base_orcadas,ANTARTIDA,Antártida,SAYO,-60.7333,-44.7333,12.0,88968.0,1.64,0.1149,6.14,5.225,4.5,0.6002,62.7,2.1,0.0083,88.0,87.1683,85.9,0.7253,1046.02,1.3,0.0627,7.5,6.95,6.2,0.4359,83.4,10.58,0.0939,42.54,37.8717,31.96,3.5577,454.46,10.8,-1.2537,1.4,-3.1,-9.4,3.8863,-37.2,8.9,-27.5933,3.6,-0.1167,-5.3,3.2192,-1.4,13.7,-0.798,-0.4,-6.1167,-14.1,4.8813,-73.4,1405.913,1316.8187,-23.0859,23.4498,18.6022,5.2378,37.6474,84.1831,102.49388888888889,70.56280555555556,84.45629166666667
base_san_martin,ANTARTIDA,Antártida,SAYS,-68.1167,-67.1,7.0,89066.0,1.26,0.0481,8.62,7.99,7.36,0.3842,95.88,11.46,0.0464,82.66,78.035,71.2,3.6225,936.42,1.3,0.069,6.5,6.0667,5.2,0.4185,72.8,8.86,0.0853,41.74,36.4617,32.88,3.1117,437.54,13.4,-1.1046,1.9,-4.375,-11.5,4.8325,-52.5,11.8,-3.6645,4.5,-1.1417,-7.3,4.1836,-13.7,15.8,-0.7315,-0.5,-7.925,-16.3,5.7969,-95.1,1405.913,1316.8187,-23.0859,23.4498,24.0,0.0,45.0308,91.5665,124.60077777777776,73.97486111111111,98.77054166666666
bernardo_de_irigoyen_aero,MISIONES,NEA,SATI,-26.2667,-53.6667,815.0,87163.0,5.5,0.1866,12.0,9.4333,6.5,1.7603,113.2,12.4,0.0505,79.8,75.4583,67.4,3.8097,905.5,1.3,0.0797,5.3,4.7417,4.0,0.3777,56.9,171.5,0.2195,277.9,187.4667,106.4,41.1551,2249.6,8.0,0.1535,22.9,19.275,14.9,2.9588,231.3,8.8,0.1325,28.1,24.225,19.3,3.2105,290.7,7.8,0.1819,19.0,15.3833,11.2,2.7983,184.6,1405.913,1316.8187,-23.0859,23.4498,13.6191,10.3519,3.1808,49.7165,198.3715277777778,85.35741666666665,194.89466666666667
bolivar_aero,BUENOS AIRES,Pampeana,SAZI,-36.1833,-61.0667,94.0,87640.0,4.5,0.272,8.0,5.8333,3.5,1.5865,70.0,15.8,0.0688,81.8,74.7833,66.0,5.1437,897.4,0.9,0.0977,4.2,3.7417,3.3,0.3655,44.9,97.6,0.4086,133.0,84.8417,35.4,34.6628,1018.1,15.0,0.3556,22.3,14.9917,7.3,5.3304,179.9,15.8,0.2564,29.6,21.9333,13.8,5.6229,263.2,13.0,0.5249,15.0,8.7583,2.0,4.5971,105.1,1405.913,1316.8187,-23.0859,23.4498,14.4222,9.5335,13.0974,59.6331,200.7891666666667,73.331,224.85245833333337
buenos_aires_observatorio,CAPITAL FEDERAL,Pampeana,SABA,-34.5833,-58.4833,25.0,87585.0,3.0,0.164,7.9,6.375,4.9,1.0454,76.5,15.9,0.0758,78.7,71.2333,62.8,5.3962,854.8,1.1,0.1152,4.3,3.7083,3.2,0.4274,44.5,72.9,0.2553,134.4,104.8,61.5,26.7578,1257.6,13.9,0.2724,24.9,18.0833,11.0,4.9252,217.0,14.6,0.2258,30.1,22.975,15.5,5.1881,275.7,12.7,0.3275,20.2,13.825,7.5,4.5281,165.9,1405.913,1316.8187,-23.0859,23.4498,14.2786,9.6799,11.4974,58.0331,199.86391666666665,77.28377777777779,212.44079166666666
catamarca_aero,CATAMARCA,NOA,SANC,-28.5833,-65.75,464.0,87222.0,6.4,0.6424,7.0,3.5167,0.6,2.2591,42.2,26.0,0.1679,66.5,54.7167,40.5,9.1856,656.6,1.1,0.1261,3.5,3.1,2.4,0.3908,37.2,78.0,0.8654,80.9,34.2583,2.9,29.6474,411.1,16.1,0.2792,27.8,21.0417,11.7,5.8754,252.5,14.4,0.1859,34.6,28.375,20.2,5.2754,340.5,17.4,0.4352,21.9,14.5833,4.5,6.3468,175.0,1405.913,1316.8187,-23.0859,23.4498,13.7905,10.1773,5.4974,52.0331,215.40283333333332,76.8753611111111,246.17941666666664
ceres_aero,SANTA FE,Pampeana,SANW,-29.8667,-61.9333,88.0,87257.0,6.1,0.4819,7.4,4.825,1.3,2.325,57.9,14.6,0.072,80.8,73.2,66.2,5.2738,878.4,1.1,0.1099,4.1,3.4333,3.0,0.3774,41.2,138.9,0.6841,147.3,78.6,8.4,53.7697,943.2,13.9,0.2566,25.5,19.075,11.6,4.8938,228.9,13.2,0.1796,32.3,26.1,19.1,4.6889,313.2,13.3,0.3542,19.4,13.25,6.1,4.6932,159.0,1405.913,1316.8187,-23.0859,23.4498,13.8891,10.0768,6.7808,53.3165,207.0114166666667,77.20244444444445,218.51579166666667
chamical_aero,LA RIOJA,NOA,SACT,-30.3333,-66.2833,461.0,87320.0,5.4,0.6835,5.8,3.0417,0.4,2.0791,36.5,23.8,0.1498,70.3,58.7167,46.5,8.7983,704.6,1.7,0.1714,3.9,3.225,2.2,0.5529,38.7,90.7,0.9321,93.4,38.3417,2.7,35.7392,460.1,16.0,0.2895,27.0,19.875,11.0,5.7536,238.5,15.2,0.2088,33.8,26.875,18.6,5.6125,322.5,15.6,0.4043,20.6,13.7417,5.0,5.5551,164.9,1405.913,1316.8187,-23.0859,23.4498,13.9257,10.0396,7.2474,53.7831,226.91741666666667,69.83358333333332,270.6840833333334
chilecito_aero,LA RIOJA,NOA,SANO,-29.2167,-67.4333,947.0,87213.0,4.56,0.8585,4.86,2.0217,0.3,1.7356,24.26,17.5,0.0989,68.5,59.4233,51.0,5.8783,713.08,1.7,0.2113,3.6,2.8167,1.9,0.5952,33.8,51.74,1.0652,52.94,17.1817,1.2,18.3015,206.18,16.2,0.3176,25.7,18.5917,9.5,5.9046,223.1,15.7,0.2194,33.7,26.5917,18.0,5.833,319.1,17.6,0.5755,19.1,11.2167,1.5,6.4553,134.6,1405.913,1316.8187,-23.0859,23.4498,13.8388,10.1281,6.1308,52.6665,242.86008333333334,75.30875000000002,304.18787499999996
comodoro_rivadavia_aero,CHUBUT,Patagonia,SAVC,-45.7833,-67.45,46.0,87860.0,2.6,0.266,4.2,2.8917,1.6,0.7692,34.7,20.0,0.1441,59.0,49.3333,39.0,7.1069,592.0,0.4,0.0362,4.5,4.3833,4.1,0.1586,52.6,26.5,0.418,37.2,21.5083,10.7,8.9903,258.1,13.1,0.3548,19.8,13.175,6.7,4.6751,158.1,15.3,0.2952,26.3,18.6917,11.0,5.5173,224.3,10.8,0.4825,13.5,8.0083,2.7,3.8644,96.1,1405.913,1316.8187,-23.0859,23.4498,15.464,8.4701,22.6974,69.2331,181.38008333333332,71.43302777777778,223.6424166666666
concordia_aero,ENTRE RIOS,NEA,SAAC,-31.3,-58.0,37.0,87395.0,3.8,0.1834,8.1,6.4167,4.3,1.1769,77.0,17.0,0.0803,81.6,73.0,64.6,5.8628,876.0,1.1,0.1152,4.0,3.3417,2.9,0.3848,40.1,117.9,0.3101,173.2,122.3333,55.3,37.935,1468.0,13.5,0.2513,25.6,18.95,12.1,4.7628,227.4,14.1,0.1997,31.9,24.8833,17.8,4.9684,298.6,12.1,0.3177,19.5,13.55,7.4,4.3049,162.6,1405.913,1316.8187,-23.0859,23.4498,14.0027,9.9611,8.2141,54.7498,200.58005555555553,78.79611111111112,210.58441666666667
cordoba_aero,CORDOBA,Pampeana,SACO,-31.2833,-64.2,495.0,87344.0,7.9,0.619,8.6,5.0083,0.7,3.1,60.1,20.1,0.1093,75.1,65.9833,55.0,7.2149,791.8,1.3,0.0915,4.3,3.7,3.0,0.3384,44.4,140.5,0.7694,146.5,71.3583,6.0,54.9036,856.3,13.7,0.2809,23.5,17.2583,9.8,4.8485,207.1,12.2,0.177,29.9,24.3917,17.7,4.3175,292.7,13.8,0.4445,17.5,11.15,3.7,4.9563,133.8,1405.913,1316.8187,-23.0859,23.4498,14.0014,9.9625,8.1974,54.7331,209.88300000000004,76.99427777777778,236.59224999999995
cordoba_observatorio,CORDOBA,Pampeana,SACK,-31.4167,-64.1833,425.0,87345.0,8.6,0.6122,9.6,5.325,1.0,3.26,63.9,17.9,0.1018,73.6,65.15,55.7,6.6315,781.8,1.3,0.0961,4.1,3.5167,2.8,0.338,42.2,137.2,0.7617,143.9,67.9667,6.7,51.7677,815.6,13.9,0.2691,24.7,18.3833,10.8,4.9466,220.6,12.8,0.1794,31.2,25.3417,18.4,4.5472,304.1,13.4,0.3763,18.9,12.75,5.5,4.798,153.0,1405.913,1316.8187,-23.0859,23.4498,14.0121,9.9515,8.3308,54.8665,209.88300000000004,76.99427777777778,236.59224999999995
coronel_pringles_aero,BUENOS AIRES,PAMPEANA,SAZP,-38.0,-61.33,247.0,87751.0,4.3,0.2393,7.6,5.6583,3.3,1.3541,67.9,18.3,0.0849,79.5,71.3917,61.2,6.0614,856.7,1.0,0.0979,4.3,3.8583,3.3,0.3777,46.3,70.7,0.3907,93.2,62.775,22.5,24.5272,753.3,15.3,0.4008,21.5,13.65,6.2,5.4705,163.8,16.8,0.2881,29.3,20.7333,12.5,5.9735,248.8,12.6,0.6303,13.7,7.225,1.1,4.5539,86.7,1405.913,1316.8187,-23.0859,23.4498,14.5936,9.3587,14.9141,61.4498,200.38,72.772,227.73058333333333
coronel_suarez_aero,BUENOS AIRES,Pampeana,SAZC,-37.45,-61.8833,233.0,87637.0,4.3,0.3155,7.0,5.2,2.7,1.6407,57.2,20.6,0.0916,81.5,72.5091,60.9,6.6442,797.6,0.9,0.0887,4.4,3.9745,3.5,0.3526,43.72,70.1,0.425,94.2,62.9818,24.1,26.7641,692.8,14.5,0.4004,21.3,13.1436,6.8,5.2632,144.58,16.5,0.2855,29.0,20.1909,12.5,5.7638,222.1,13.4,0.7186,13.8,6.4636,0.4,4.6446,71.1,1405.913,1316.8187,-23.0859,23.4498,14.5407,9.4127,14.3641,60.8998,200.38,72.772,227.73058333333333
corrientes_aero,CORRIENTES,NEA,SARC,-27.4333,-58.75,62.0,87166.0,5.2,0.2877,8.3,6.2583,3.1,1.8007,75.1,11.9,0.0555,80.4,74.125,68.5,4.1128,889.5,1.1,0.0862,4.3,3.6,3.2,0.3104,43.2,152.6,0.4858,184.8,121.2583,32.2,58.9079,1455.1,11.7,0.1951,26.9,21.375,15.2,4.1698,256.5,11.8,0.1536,33.0,27.3417,21.2,4.2005,328.1,11.2,0.243,21.6,16.35,10.4,3.9737,196.2,1405.913,1316.8187,-23.0859,23.4498,13.7044,10.265,4.3474,50.8831,202.84494444444442,77.58213888888888,206.6179583333333
dolores_aero,BUENOS AIRES,Pampeana,SAZD,-36.3167,-57.7167,9.0,87648.0,2.4,0.1375,7.4,6.1417,5.0,0.8447,73.7,14.1,0.0602,85.2,79.1917,71.1,4.7676,950.3,1.0,0.1064,4.0,3.55,3.0,0.3778,42.6,50.5,0.2123,109.2,82.2167,58.7,17.4539,986.6,13.8,0.3282,21.8,15.0583,8.0,4.9417,180.7,14.9,0.2506,28.5,21.25,13.6,5.3245,255.0,11.6,0.4334,15.4,9.675,3.8,4.1929,116.1,1405.913,1316.8187,-23.0859,23.4498,14.4344,9.521,13.2308,59.7665,194.5599722222222,77.43836111111112,212.48433333333332
el_bolson_aero,RIO NEGRO,Patagonia,SAVB,-41.95,-71.5333,326.0,87800.0,9.8,0.4649,13.6,7.875,3.8,3.6614,94.5,24.6,0.1289,83.8,72.1417,59.2,9.2983,865.7,2.5,0.1833,5.6,4.3667,3.1,0.8004,52.4,142.3,0.6507,173.1,75.4667,30.8,49.1063,905.6,13.8,0.4921,17.4,10.15,3.6,4.995,121.8,16.9,0.3608,25.7,17.3333,8.8,6.2545,208.0,8.3,0.825,7.9,3.6167,-0.4,2.9838,43.4,1405.913,1316.8187,-23.0859,23.4498,15.0036,8.9404,18.8641,65.3998,183.92819444444444,76.33841666666667,221.2419166666667
el_calafate_aero,SANTA CRUZ,Patagonia,SAWC,-50.2833,-72.05,204.0,87904.0,2.4,0.3074,3.8,2.6167,1.4,0.8043,31.4,31.8,0.1975,78.4,62.1917,46.6,12.2804,746.3,0.5,0.0313,4.8,4.4833,4.3,0.1403,53.8,13.4,0.3195,20.3,13.4,6.9,4.2815,160.8,13.3,0.6673,13.9,7.4333,0.6,4.9601,89.2,14.0,0.4085,19.2,12.7,5.2,5.1877,152.4,11.6,2.8243,7.2,1.4917,-4.4,4.2129,17.9,1405.913,1316.8187,-23.0859,23.4498,16.1162,7.8029,27.1974,73.7331,134.15716666666665,77.60033333333332,149.64204166666664
el_palomar_aero,BUENOS AIRES,Pampeana,SADP,-34.6,-58.6,12.0,87571.0,2.9,0.1668,7.3,5.8217,4.4,0.9709,69.86,16.6,0.0754,82.1,74.075,65.5,5.5852,888.9,1.0,0.1006,4.2,3.675,3.2,0.3696,44.1,61.8,0.2663,116.3,91.3933,54.5,24.3346,1096.72,14.4,0.302,24.1,17.0083,9.7,5.1369,204.1,13.78,0.2203,29.66,22.46,15.88,4.9488,269.52,13.16,0.3742,19.24,12.5617,6.08,4.7003,150.74,1405.913,1316.8187,-23.0859,23.4498,14.2801,9.6784,11.5141,58.0498,199.86391666666665,77.28377777777779,212.44079166666666
el_trebol,SANTA FE,PAMPEANA,,-32.2,-61.72,96.0,87447.0,5.8,0.3976,8.0,5.225,2.2,2.0776,62.7,12.3,0.0621,78.4,72.3667,66.1,4.4911,868.4,0.9,0.0921,4.1,3.5417,3.2,0.326,42.5,140.7,0.5912,160.0,82.0167,19.3,48.4899,984.2,14.3,0.2936,23.9,17.25,9.6,5.0642,207.0,13.8,0.2025,30.7,24.2667,16.9,4.9152,291.2,13.6,0.44,17.4,11.075,3.8,4.8731,132.9,1405.913,1316.8187,-23.0859,23.4498,14.076,9.8863,9.1141,55.6498,204.73519444444443,76.10680555555555,221.53166666666664
esquel_aero,CHUBUT,Patagonia,SAVE,-42.9,-71.1333,797.0,87803.0,6.1,0.4168,8.8,5.325,2.7,2.2194,63.9,28.0,0.1797,75.4,60.275,47.4,10.8321,723.3,1.5,0.1249,4.6,3.8667,3.1,0.483,46.4,60.8,0.5446,81.1,39.3833,20.3,21.4467,472.6,13.7,0.5734,15.4,8.6,1.7,4.9315,103.2,16.1,0.3936,22.3,14.5667,6.2,5.7342,174.8,11.0,1.2942,8.6,3.0,-2.4,3.8826,36.0,1405.913,1316.8187,-23.0859,23.4498,15.1112,8.8305,19.8141,66.3498,182.73177777777778,78.49733333333334,221.51087500000003
estacion_virtual_0,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-80.0,-61.0,109.0,,3.8,0.3035,5.45,3.4125,1.65,1.0355,40.95,1.9849,0.0059,96.4338,95.3927,94.4489,0.5672,1144.7124,1.9538,0.1126,6.3569,5.1553,4.4031,0.5804,46.3976,11.7467,0.2412,19.3673,13.1031,7.6206,3.1599,157.2368,32.3203,-0.3922,-10.7765,-30.2807,-43.0968,11.8756,-363.3682,30.8746,-0.4089,-9.145,-27.7824,-40.0196,11.3611,-333.3888,33.2364,-0.3683,-12.8451,-32.9828,-46.0815,12.1484,-395.794,1405.913,1316.8187,-23.0859,23.4498,24.0,0.0,56.9141,103.4498,127.98788888888889,59.6503611111111,176.23499999999999
estacion_virtual_1,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-80.0,-60.5,108.0,,4.1,0.3216,5.55,3.3292,1.45,1.0708,39.95,1.8385,0.0057,96.4075,95.4089,94.569,0.5444,1144.907,1.9538,0.1126,6.3569,5.1553,4.4031,0.5804,46.3976,11.5935,0.2421,18.965,12.7722,7.3715,3.0922,153.266,32.2898,-0.3928,-10.7161,-30.1828,-43.0059,11.8559,-362.1935,30.8378,-0.4097,-9.0786,-27.6682,-39.9164,11.3366,-332.0183,33.2206,-0.3687,-12.7943,-32.905,-46.0149,12.1317,-394.8599,1405.913,1316.8187,-23.0859,23.4498,24.0,0.0,56.9141,103.4498,127.98788888888889,59.6503611111111,176.23499999999999
estacion_virtual_10,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-80.0,-48.0,113.0,,2.9,0.2553,4.55,2.9958,1.65,0.7647,35.95,2.7644,0.009,93.4075,92.4025,90.6431,0.8308,1108.83,2.4226,0.1615,6.978,5.3675,4.5554,0.8669,48.3075,6.7375,0.1669,14.9989,11.1029,8.2614,1.8531,133.2354,24.1564,-0.3434,-11.1737,-25.5813,-35.3301,8.7841,-306.9754,22.9608,-0.3594,-9.516,-23.3085,-32.4768,8.3769,-279.7024,24.8667,-0.3187,-13.2773,-28.1673,-38.144,8.9766,-338.0075,1405.913,1316.8187,-23.0859,23.4498,24.0,0.0,56.9141,103.4498,129.41569444444443,56.50022222222223,186.36074999999997
estacion_virtual_100,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-76.0,-68.0,85.0,,4.7,0.2065,9.8,7.0917,5.1,1.4641,85.1,3.4609,0.0131,91.1137,89.6586,87.6528,1.174,1075.9036,1.593,0.0993,7.1084,6.068,5.5154,0.6025,54.6116,23.0834,0.2581,39.7313,24.8135,16.6479,6.4053,297.7622,19.721,-0.3119,-11.2358,-23.3597,-30.9568,7.2859,-280.3165,18.4122,-0.3291,-9.3009,-20.6752,-27.7131,6.8043,-248.1021,20.137,-0.2813,-13.8419,-26.2603,-33.9789,7.3866,-315.1233,1405.913,1316.8187,-23.0859,23.4498,24.0,0.0,52.9141,99.4498,135.745,67.15983333333332,156.87745833333335
estacion_virtual_1000,San Juan,Cuyo,VIRTUAL,-31.0,-69.0,2058.0,,4.1,0.8383,4.4,1.5792,0.3,1.3238,18.95,15.7303,0.152,49.0167,40.1865,33.2864,6.1092,482.2381,1.269,0.1308,3.2562,2.505,1.9872,0.3276,30.0598,33.5209,0.9572,35.7031,11.2197,2.1822,10.739,134.6365,14.9624,0.3415,23.2891,15.9994,8.3267,5.4642,191.9925,12.8748,0.196,30.3326,24.242,17.4578,4.7515,290.9043,14.0374,0.5628,16.1557,9.0007,2.1183,5.0653,108.0079,1405.913,1316.8187,-23.0859,23.4498,13.9786,9.9856,7.9141,54.4498,246.69430555555553,67.83983333333333,317.8427916666667
estacion_virtual_1001,San Juan,Cuyo,VIRTUAL,-31.0,-68.5,572.0,,4.1,0.8383,4.4,1.5792,0.3,1.3238,18.95,15.7303,0.152,49.0167,40.1865,33.2864,6.1092,482.2381,1.269,0.1308,3.2562,2.505,1.9872,0.3276,30.0598,33.5209,0.9572,35.7031,11.2197,2.1822,10.739,134.6365,14.9624,0.3415,23.2891,15.9994,8.3267,5.4642,191.9925,12.8748,0.196,30.3326,24.242,17.4578,4.7515,290.9043,14.0374,0.5628,16.1557,9.0007,2.1183,5.0653,108.0079,1405.913,1316.8187,-23.0859,23.4498,13.9786,9.9856,7.9141,54.4498,246.69430555555553,67.83983333333333,317.8427916666667
estacion_virtual_1002,San Juan,Cuyo,VIRTUAL,-31.0,-68.0,538.0,,5.75,0.8765,6.1,2.25,0.35,1.9721,27.0,20.9625,0.1667,55.1614,43.6452,34.1989,7.2778,523.7418,1.4623,0.1648,3.5268,2.7603,2.0645,0.4549,33.1231,36.6199,0.9369,38.7307,12.8674,2.1108,12.0557,154.4089,17.4846,0.3319,27.6513,19.3165,10.1667,6.411,231.7977,15.8592,0.2113,35.2067,27.746,19.3475,5.8614,332.9521,16.5444,0.4962,20.1769,12.0898,3.6325,5.9986,145.0776,1405.913,1316.8187,-23.0859,23.4498,13.9786,9.9856,7.9141,54.4498,237.67736111111108,70.38672222222222,300.9004583333333
estacion_virtual_1003,San Juan,Cuyo,VIRTUAL,-31.0,-67.5,522.0,,8.85,0.8218,9.3,3.9333,0.45,3.2324,47.2,22.3788,0.1556,63.6971,51.491,41.3183,8.0111,617.8918,1.4623,0.1648,3.5268,2.7603,2.0645,0.4549,33.1231,54.0256,0.8822,57.096,22.2713,3.0704,19.6482,267.2555,16.3219,0.3455,25.0724,17.2814,8.7505,5.97,207.3769,14.8786,0.2177,32.1887,25.1742,17.3101,5.4813,302.0903,15.0712,0.5183,17.8822,10.5391,2.811,5.4625,126.4692,1405.913,1316.8187,-23.0859,23.4498,13.9786,9.9856,7.9141,54.4498,237.67736111111108,70.38672222222222,300.9004583333333
